Wavelength	MCL_ARB_055_nnn_210407_L00000.asd
483	 9.82919904043101E-02 
484	 9.74238044685409E-02 
485	 9.73980731155562E-02 
486	 9.63448756523592E-02 
487	 9.53019600978025E-02 
488	 0.096247021865592 
489	 9.75692386864253E-02 
490	 9.79762266433379E-02 
491	 9.75286677533591E-02 
492	 0.097956356000296 
493	 9.89542111531685E-02 
494	 9.89407172697581E-02 
495	 0.097556213606584 
496	 0.100257156306189 
497	 0.101477552504064 
498	 0.100623434894481 
499	 0.100744379899912 
500	 0.101800060797802 
501	 0.103023334273378 
502	 0.103873308784746 
503	 0.104594496401463 
504	 0.104460747369015 
505	 0.104134080274867 
506	 0.104663859747705 
507	 0.106107144267577 
508	 0.10794831817507 
509	 0.109310040070948 
510	 0.109107479777942 
511	 0.111058372024885 
512	 0.113167375617746 
513	 0.113697826044552 
514	 0.115662201307622 
515	 0.117439786645611 
516	 0.118850349823475 
517	 0.12051407350429 
518	 0.121798022668937 
519	 0.124206222676865 
520	 0.12763855330858 
521	 0.12884804703318 
522	 0.130838386791238 
523	 0.133320554847261 
524	 0.135239761288417 
525	 0.136979080296461 
526	 0.139768815898538 
527	 0.14281343075236 
528	 0.143607414694123 
529	 0.144290700526489 
530	 0.144938320625348 
531	 0.145625641005076 
532	 0.147596130448001 
533	 0.149464509881083 
534	 0.150730531956284 
535	 0.151508455682155 
536	 0.152817601247603 
537	 0.152610907036047 
538	 0.151419378378456 
539	 0.154129481808052 
540	 0.155393350606664 
541	 0.155093538729103 
542	 0.154769026246213 
543	 0.155926104243511 
544	 0.15720920370309 
545	 0.157690132321511 
546	 0.157035128267567 
547	 0.157157354877508 
548	 0.15744166982894 
549	 0.157399636297927 
550	 0.158184178093338 
551	 0.15827245058611 
552	 0.157937014346304 
553	 0.158086443952948 
554	 0.157403224124048 
555	 0.156883495247937 
556	 0.156829317164582 
557	 0.156276174709991 
558	 0.154849110913471 
559	 0.153757417648391 
560	 0.153835526663163 
561	 0.152367001936502 
562	 0.150992744414151 
563	 0.15032298866105 
564	 0.149943134044506 
565	 0.148938067196489 
566	 0.147419512058991 
567	 0.145750504972887 
568	 0.144361547600121 
569	 0.143210635172165 
570	 0.142421892676296 
571	 0.141978724227208 
572	 0.140594759169752 
573	 0.138899296627803 
574	 0.13752777244528 
575	 0.136893700141265 
576	 0.135076154988316 
577	 0.133035614892924 
578	 0.132067649674854 
579	 0.131416701848516 
580	 0.130661902538313 
581	 0.129873316535473 
582	 0.129438074744058 
583	 0.128479480457219 
584	 0.127555264795277 
585	 0.12697687406028 
586	 0.125943414778449 
587	 0.125364396259521 
588	 0.125063811380602 
589	 0.124569188938273 
590	 0.124567671542961 
591	 0.124356930711006 
592	 0.123752309888208 
593	 0.123323354037981 
594	 0.12320945235652 
595	 0.123033657755131 
596	 0.122502630869415 
597	 0.122139423612247 
598	 0.121589850291726 
599	 0.12126566913046 
600	 0.12185358946029 
601	 0.120869794858917 
602	 0.119842311192684 
603	 0.119751676081078 
604	 0.119367364889838 
605	 0.119200415329492 
606	 0.118616431183885 
607	 0.117048332558726 
608	 0.116504174672546 
609	 0.116441406113302 
610	 0.116122207160871 
611	 0.114837157719938 
612	 0.114191557537439 
613	 0.11365044651932 
614	 0.112699980817054 
615	 0.112512968580326 
616	 0.112107676210857 
617	 0.111241374077835 
618	 0.110199877533747 
619	 0.109678456002257 
620	 0.109401307529288 
621	 0.109002324234951 
622	 0.108120064514627 
623	 0.108421116836669 
624	 0.108805148522757 
625	 0.107928384293493 
626	 0.107943899035256 
627	 0.10784297847037 
628	 0.107367292861626 
629	 0.107085003924826 
630	 0.107433673600343 
631	 0.107719272425589 
632	 0.107372103027723 
633	 0.106574935417669 
634	 0.107033057722576 
635	 0.10755225882105 
636	 0.106018598149048 
637	 0.105090910116917 
638	 0.104631378782891 
639	 0.104512256396426 
640	 0.105018071038563 
641	 0.104228640143196 
642	 0.10280563500969 
643	 0.101918249599484 
644	 0.101749167296413 
645	 0.100754356589739 
646	 9.94399103224923E-02 
647	 9.95970093304154E-02 
648	 9.89041884148788E-02 
649	 9.78330410107153E-02 
650	 9.71346717705886E-02 
651	 9.73112365970992E-02 
652	 9.74676908709791E-02 
653	 9.69127821017104E-02 
654	 9.56056445840626E-02 
655	 9.64757910772343E-02 
656	 9.63035552287519E-02 
657	 9.45067890379933E-02 
658	 9.35162142944662E-02 
659	 9.32271348427444E-02 
660	 9.29451315673147E-02 
661	 9.22326690599545E-02 
662	 9.18202519201424E-02 
663	 9.13611241452237E-02 
664	 9.08764466171822E-02 
665	 9.05025231312351E-02 
666	 8.99006761079533E-02 
667	 8.89707516547757E-02 
668	 8.79725816745329E-02 
669	 8.75914133145194E-02 
670	 8.81123322831728E-02 
671	 8.85049144498844E-02 
672	 8.80111348519227E-02 
673	 8.82285504138021E-02 
674	 8.78552757074106E-02 
675	 8.75318345472828E-02 
676	 8.89080259553569E-02 
677	 8.95180806631519E-02 
678	 8.92490592782771E-02 
679	 8.89072928433215E-02 
680	 9.03785277079065E-02 
681	 9.12532560458365E-02 
682	 9.17223884632007E-02 
683	 9.26833101391684E-02 
684	 9.40383106440569E-02 
685	 9.56889114845351E-02 
686	 9.72006026516062E-02 
687	 9.80100869676228E-02 
688	 0.100103505939996 
689	 0.102141494559376 
690	 0.103639334670803 
691	 0.107333137222361 
692	 0.1112539809029 
693	 0.115257814330283 
694	 0.119685057364982 
695	 0.12366018269296 
696	 0.128269506618104 
697	 0.133928046789077 
698	 0.140257764655009 
699	 0.147434209656207 
700	 0.154920780611171 
701	 0.162458298631527 
702	 0.170731785232961 
703	 0.179009604856903 
704	 0.186889211392715 
705	 0.19435593534559 
706	 0.202944656251347 
707	 0.212203500981884 
708	 0.221592391728469 
709	 0.230738873090483 
710	 0.240218805648824 
711	 0.249866343012931 
712	 0.259489922781747 
713	 0.26932509243557 
714	 0.278481820728976 
715	 0.28769027286056 
716	 0.29803456352962 
717	 0.307529646571289 
718	 0.317001587555054 
719	 0.326890925173406 
720	 0.336884103942579 
721	 0.346796903004615 
722	 0.356401466672976 
723	 0.36558717764823 
724	 0.374526573237098 
725	 0.382709096895955 
726	 0.390853148174601 
727	 0.399913529517491 
728	 0.407856892866143 
729	 0.414964665741864 
730	 0.421846003951003 
731	 0.429165836739637 
732	 0.435408234231924 
733	 0.441158823251767 
734	 0.446994539367754 
735	 0.45193470328968 
736	 0.456814268020994 
737	 0.461603564208792 
738	 0.46587319234574 
739	 0.469778388932939 
740	 0.473041543695575 
741	 0.476045953036054 
742	 0.47989575776784 
743	 0.482764747855076 
744	 0.485070273357116 
745	 0.487327696692594 
746	 0.488859802850266 
747	 0.490627887532694 
748	 0.49259574486814 
749	 0.494263835159732 
750	 0.495385051238366 
751	 0.49632079486539 
752	 0.497201825705851 
753	 0.497899002850084 
754	 0.498960743519761 
755	 0.499786467498232 
756	 0.500065655890744 
757	 0.500647701369463 
758	 0.500887671161291 
759	 0.501167546124735 
760	 0.501829619255651 
761	 0.501081929216626 
762	 0.501017617899286 
763	 0.501750460262553 
764	 0.501717076071382 
765	 0.501711711478455 
766	 0.501582476438872 
767	 0.50145580169818 
768	 0.502193813264969 
769	 0.502149389123625 
770	 0.501739521493074 
771	 0.501761895443408 
772	 0.501979616490324 
773	 0.501815033899364 
774	 0.501605183136342 
775	 0.502025599537242 
776	 0.501532749855164 
777	 0.501317015707182 
778	 0.50153552549972 
779	 0.50074474253407 
780	 0.500711109256829 
781	 0.500993796958496 
782	 0.500928199511393 
783	 0.500521233794206 
784	 0.50088668966863 
785	 0.501429215137704 
786	 0.501095256874084 
787	 0.500540494886852 
788	 0.500362266242956 
789	 0.500499208667016 
790	 0.500360511374455 
791	 0.500197649952561 
792	 0.500076807530416 
793	 0.500076500273938 
794	 0.500339381955351 
795	 0.500271135082204 
796	 0.500065740048307 
797	 0.500073877199312 
798	 0.500432257153857 
799	 0.50025003232928 
800	 0.499739933754864 
801	 0.499631516533326 
802	 0.499900323174595 
803	 0.499848373278813 
804	 0.499565331536722 
805	 0.499879734836516 
806	 0.499772716568056 
807	 0.499598638869181 
808	 0.499638136925473 
809	 0.499610057600418 
810	 0.499334750330548 
811	 0.499102565577159 
812	 0.499176985642795 
813	 0.499258060588141 
814	 0.498880736199839 
815	 0.498597191022415 
816	 0.499205195312425 
817	 0.499476799767532 
818	 0.49951068654399 
819	 0.499394190402883 
820	 0.499117092192295 
821	 0.498697487292733 
822	 0.498336477168706 
823	 0.498209510318994 
824	 0.498399264139843 
825	 0.498698869873452 
826	 0.49879903431292 
827	 0.498618545336266 
828	 0.498836362327096 
829	 0.498627797268159 
830	 0.498049538675564 
831	 0.497587560201255 
832	 0.49769844000771 
833	 0.497622954921009 
834	 0.497500643395622 
835	 0.498056339824611 
836	 0.49842852009659 
837	 0.498129744663376 
838	 0.497344723876363 
839	 0.497006643464878 
840	 0.497466506627867 
841	 0.497850140511008 
842	 0.497543503922366 
843	 0.497016110403903 
844	 0.496914482331642 
845	 0.497233015938641 
846	 0.497646990733635 
847	 0.4976632938629 
848	 0.497644185449703 
849	 0.497785294498561 
850	 0.497959231670885 
851	 0.496729907274238 
852	 0.496637662323551 
853	 0.497273658521739 
854	 0.496205064082882 
855	 0.496240180388383 
856	 0.497064446147424 
857	 0.497649357500753 
858	 0.496773078231263 
859	 0.496660586580677 
860	 0.49717394183957 
861	 0.497555070758604 
862	 0.496843681974473 
863	 0.496494200248644 
864	 0.49622342812085 
865	 0.495709193120177 
866	 0.495962086829931 
867	 0.495959725890025 
868	 0.495994489302111 
869	 0.496440856875081 
870	 0.495828764724487 
871	 0.49558000577655 
872	 0.495699761950509 
873	 0.495576135155732 
874	 0.496475541182598 
875	 0.496325262940181 
876	 0.495288476468506 
877	 0.495323924793935 
878	 0.495658881539273 
879	 0.495566477331455 
880	 0.495156343042033 
881	 0.495387615211532 
882	 0.495250038944023 
883	 0.495001222554318 
884	 0.495211667779155 
885	 0.496498580248331 
886	 0.495824202295634 
887	 0.495060177637144 
888	 0.495389651687483 
889	 0.493978335762577 
890	 0.493512715051814 
891	 0.493906050472585 
892	 0.494412583821483 
893	 0.495030082239064 
894	 0.494635043167547 
895	 0.493851045462444 
896	 0.493702063389292 
897	 0.49393484687185 
898	 0.494217889837355 
899	 0.494411236630083 
900	 0.494416231795914 
901	 0.493722140365585 
902	 0.493216723517828 
903	 0.493455752589658 
904	 0.494297411516368 
905	 0.493303591253059 
906	 0.493022999473213 
907	 0.493135192861932 
908	 0.491520700620822 
909	 0.492136150353294 
910	 0.49284628038291 
911	 0.492464107533443 
912	 0.491448761742141 
913	 0.490721427080284 
914	 0.490931678643295 
915	 0.491793017485443 
916	 0.492118375263072 
917	 0.49178976301109 
918	 0.491903772218915 
919	 0.492381321144476 
920	 0.491497827834048 
921	 0.490116608493631 
922	 0.490019863602153 
923	 0.491242132511732 
924	 0.491126240416001 
925	 0.489826138723093 
926	 0.490057740778173 
927	 0.491889863146327 
928	 0.490304138137972 
929	 0.489730670105087 
930	 0.489512007524509 
931	 0.488804720170815 
932	 0.488584257691909 
933	 0.488964478566088 
934	 0.488871602661624 
935	 0.487909026247605 
936	 0.487615806540289 
937	 0.488103433171827 
938	 0.488271552584114 
939	 0.487493159623274 
940	 0.48690593188275 
941	 0.486111890234323 
942	 0.486358876912779 
943	 0.487313071791234 
944	 0.484244255227942 
945	 0.484386723511885 
946	 0.4862864457529 
947	 0.486857081601371 
948	 0.485543902507811 
949	 0.482419597058651 
950	 0.481020199383563 
951	 0.482935814857354 
952	 0.483458685292907 
953	 0.479751500467117 
954	 0.476953161455758 
955	 0.478884180536132 
956	 0.480935628336604 
957	 0.480771073361718 
958	 0.479433959151042 
959	 0.478496961711166 
960	 0.478055181684974 
961	 0.476595045132154 
962	 0.475687788609705 
963	 0.476339205319213 
964	 0.476804569724573 
965	 0.475460138664963 
966	 0.474982235857453 
967	 0.476377831044018 
968	 0.475724787970713 
969	 0.474743201894185 
970	 0.474177268402771 
971	 0.474322208619422 
972	 0.474966560934011 
973	 0.472894217041781 
974	 0.471111258512283 
975	 0.471961021607002 
976	 0.474469123930643 
977	 0.473429732797778 
978	 0.473823443207368 
979	 0.476192197935394 
980	 0.474034538500664 
981	 0.472823918918553 
982	 0.473419572177077 
983	 0.474787492256036 
984	 0.474891602328749 
985	 0.474048592410863 
986	 0.47280771971323 
987	 0.471427273131384 
988	 0.470540752568258 
989	 0.476214214902574 
990	 0.476926090117609 
991	 0.473873284946358 
992	 0.475787702006984 
993	 0.472358686177518 
994	 0.471137823706326 
995	 0.471590120081303 
996	 0.469866561248192 
997	 0.472219930443955 
998	 0.471123251721688 
999	 0.470479148822443 
1000	 0.475411149753607 
1001	 0.475528917862062 
1002	 0.476385796062066 
1003	 0.476693025343303 
1004	 0.477042304326159 
1005	 0.477041391235613 
1006	 0.476314881856033 
1007	 0.476399875687418 
1008	 0.475737547169309 
1009	 0.474895343498771 
1010	 0.475550206417325 
1011	 0.475964688137344 
1012	 0.476300474838826 
1013	 0.476701738631253 
1014	 0.477168612164762 
1015	 0.476974822891233 
1016	 0.477415021285583 
1017	 0.477681944231513 
1018	 0.477606387258001 
1019	 0.477854550354584 
1020	 0.477916781383229 
1021	 0.478232793250944 
1022	 0.478186336133649 
1023	 0.478657271967166 
1024	 0.479258354100614 
1025	 0.480123187498115 
1026	 0.479886903698858 
1027	 0.480222927320237 
1028	 0.480985435408179 
1029	 0.48090883399284 
1030	 0.480582245962108 
1031	 0.480668240236345 
1032	 0.48095182275381 
1033	 0.480327640587891 
1034	 0.480472319254605 
1035	 0.480959086184941 
1036	 0.481600256144756 
1037	 0.481528750950579 
1038	 0.48138628460705 
1039	 0.482353878978878 
1040	 0.481824082935599 
1041	 0.482268955802659 
1042	 0.483920470247673 
1043	 0.4829513008167 
1044	 0.482139999221622 
1045	 0.482374172864097 
1046	 0.480908424653926 
1047	 0.480473127004476 
1048	 0.480508422418006 
1049	 0.480622079859248 
1050	 0.48109574623509 
1051	 0.482454364309013 
1052	 0.483946645414502 
1053	 0.484128294606171 
1054	 0.483736109066921 
1055	 0.483752467652987 
1056	 0.483408023669736 
1057	 0.484283863576838 
1058	 0.485334274065402 
1059	 0.484746330879828 
1060	 0.483950173030762 
1061	 0.483512469569295 
1062	 0.482467506606656 
1063	 0.482255660531632 
1064	 0.482816558358786 
1065	 0.483334668841298 
1066	 0.483353886409526 
1067	 0.483437426987638 
1068	 0.483284911460446 
1069	 0.482931630620432 
1070	 0.483125853006768 
1071	 0.482945868139983 
1072	 0.482832492996328 
1073	 0.482764163312594 
1074	 0.482692603050516 
1075	 0.482547269005672 
1076	 0.482642509281235 
1077	 0.482841110640596 
1078	 0.482931338668644 
1079	 0.483660139667464 
1080	 0.483716379745076 
1081	 0.48323289873473 
1082	 0.483119065477876 
1083	 0.482926222555932 
1084	 0.482787857279308 
1085	 0.482611968023193 
1086	 0.482591378362762 
1087	 0.482642400748266 
1088	 0.482776692052646 
1089	 0.482544916696856 
1090	 0.482175469358961 
1091	 0.482169281906432 
1092	 0.481926894730689 
1093	 0.481799365630802 
1094	 0.482656451494207 
1095	 0.483336233286573 
1096	 0.483392751748051 
1097	 0.482593154814954 
1098	 0.482277877103345 
1099	 0.481729625374509 
1100	 0.481229631801251 
1101	 0.481012071956659 
1102	 0.480816738569078 
1103	 0.480098843929016 
1104	 0.479799151326904 
1105	 0.480018399857978 
1106	 0.479989638587532 
1107	 0.479638797196056 
1108	 0.479630980455343 
1109	 0.479707958073565 
1110	 0.479516774759439 
1111	 0.479508727499942 
1112	 0.47995588142527 
1113	 0.479800298914036 
1114	 0.479187928045945 
1115	 0.478839261895719 
1116	 0.478372534107792 
1117	 0.478023955850366 
1118	 0.477980658126922 
1119	 0.477733973721969 
1120	 0.477344192673839 
1121	 0.476811262438002 
1122	 0.476773342460319 
1123	 0.476317620497964 
1124	 0.475934786783936 
1125	 0.475841762104882 
1126	 0.475228522373755 
1127	 0.47407523434011 
1128	 0.473387197998296 
1129	 0.472737670261365 
1130	 0.47201851389191 
1131	 0.471580688185816 
1132	 0.470902084418885 
1133	 0.469762917155735 
1134	 0.469134684568028 
1135	 0.468690608685679 
1136	 0.467509639252203 
1137	 0.466488890810494 
1138	 0.465437398486601 
1139	 0.464273899183037 
1140	 0.463141054680968 
1141	 0.461622491717281 
1142	 0.459722024663127 
1143	 0.458117859564876 
1144	 0.456090993380032 
1145	 0.454542136099 
1146	 0.453643924941238 
1147	 0.452382880893249 
1148	 0.450952124039828 
1149	 0.449895115200839 
1150	 0.448415893112852 
1151	 0.446500016190385 
1152	 0.445190166138229 
1153	 0.443950242413232 
1154	 0.442866775110544 
1155	 0.442297356503627 
1156	 0.441333990528818 
1157	 0.440081074847581 
1158	 0.439144065152218 
1159	 0.438201595357003 
1160	 0.437403327501056 
1161	 0.437040278814581 
1162	 0.436389789967548 
1163	 0.435583807775667 
1164	 0.434782348753282 
1165	 0.434117168689647 
1166	 0.433412245245974 
1167	 0.43275693910598 
1168	 0.432152452677734 
1169	 0.431742138595993 
1170	 0.431419921157252 
1171	 0.431063365842555 
1172	 0.430934572858557 
1173	 0.430688342457807 
1174	 0.430156129145386 
1175	 0.429916614195739 
1176	 0.43009798277552 
1177	 0.429914548320895 
1178	 0.429635932264066 
1179	 0.429404349954363 
1180	 0.428945090948704 
1181	 0.42809873754012 
1182	 0.427581693120156 
1183	 0.427220718944492 
1184	 0.426638931618544 
1185	 0.425871967319382 
1186	 0.425412419535008 
1187	 0.424852533914738 
1188	 0.424563520700048 
1189	 0.424788247699296 
1190	 0.424733361140414 
1191	 0.424656941966988 
1192	 0.424541364151635 
1193	 0.42437462472981 
1194	 0.424096063207225 
1195	 0.423887466521102 
1196	 0.423576202390183 
1197	 0.423555184354234 
1198	 0.423791545358792 
1199	 0.423721862680994 
1200	 0.423657366590048 
1201	 0.423620512189119 
1202	 0.423285105034729 
1203	 0.423231681048484 
1204	 0.423518750014151 
1205	 0.423631400650789 
1206	 0.423698815976885 
1207	 0.423774239528854 
1208	 0.423801407597546 
1209	 0.423886274649802 
1210	 0.423914551025441 
1211	 0.423842846804498 
1212	 0.424052978705111 
1213	 0.424322484907585 
1214	 0.424703470051061 
1215	 0.425434502962821 
1216	 0.425861569624422 
1217	 0.426144409545179 
1218	 0.426528551503912 
1219	 0.426767594726055 
1220	 0.427214751924252 
1221	 0.427961097192959 
1222	 0.428475295019858 
1223	 0.428853855897799 
1224	 0.429493479616867 
1225	 0.429792836394869 
1226	 0.429774771595751 
1227	 0.430124287272199 
1228	 0.430617240891565 
1229	 0.430853675619369 
1230	 0.431207790095451 
1231	 0.431356536043326 
1232	 0.430913565070423 
1233	 0.431121226699791 
1234	 0.431737962032042 
1235	 0.432140569394479 
1236	 0.4328726731046 
1237	 0.433323650753838 
1238	 0.433516781265631 
1239	 0.433648431185545 
1240	 0.433876453991937 
1241	 0.434048310273662 
1242	 0.434268469356903 
1243	 0.434518844891921 
1244	 0.434727132932056 
1245	 0.434939354048478 
1246	 0.435147079370782 
1247	 0.435306358096142 
1248	 0.435519264095194 
1249	 0.435846863950301 
1250	 0.435994071372108 
1251	 0.436062759169791 
1252	 0.436128342919999 
1253	 0.436003213290691 
1254	 0.436043026243105 
1255	 0.436071968759862 
1256	 0.436314019728412 
1257	 0.436833507977347 
1258	 0.436924389276635 
1259	 0.437057371464165 
1260	 0.437119613670933 
1261	 0.437269289410543 
1262	 0.437339771692613 
1263	 0.437463742180915 
1264	 0.437819791912844 
1265	 0.437920115719035 
1266	 0.43775710075211 
1267	 0.437785622343105 
1268	 0.437770537689279 
1269	 0.437791837159239 
1270	 0.438201085235294 
1271	 0.438149730593956 
1272	 0.437679129558592 
1273	 0.437437207090625 
1274	 0.437220115648602 
1275	 0.436695237012813 
1276	 0.436641401796041 
1277	 0.437106527084453 
1278	 0.437157434534302 
1279	 0.437344435440482 
1280	 0.437085595795544 
1281	 0.436333003136154 
1282	 0.435952247187776 
1283	 0.435373599618374 
1284	 0.435092679412707 
1285	 0.435293075362626 
1286	 0.435127930872367 
1287	 0.434861392410571 
1288	 0.43461655934873 
1289	 0.434185567505858 
1290	 0.433981936605915 
1291	 0.433757601977765 
1292	 0.43309993396902 
1293	 0.432820404178548 
1294	 0.432324924462719 
1295	 0.431903780120476 
1296	 0.431688916629882 
1297	 0.431293009962749 
1298	 0.43079324595892 
1299	 0.43025632539514 
1300	 0.429544243677787 
1301	 0.42902641091606 
1302	 0.428631607486269 
1303	 0.428009297433636 
1304	 0.42740241770393 
1305	 0.426821953611968 
1306	 0.426151900163237 
1307	 0.425261787146265 
1308	 0.424787041559865 
1309	 0.424132395192584 
1310	 0.423018691845732 
1311	 0.42204934397461 
1312	 0.421224807109213 
1313	 0.420433582457437 
1314	 0.419506895569895 
1315	 0.418692617241305 
1316	 0.417820302517306 
1317	 0.416622875627616 
1318	 0.415674895850186 
1319	 0.415084606279486 
1320	 0.414183437590192 
1321	 0.413120813985569 
1322	 0.412194630636612 
1323	 0.41128035472247 
1324	 0.410222310910943 
1325	 0.409148411677888 
1326	 0.408146650379858 
1327	 0.406853552698939 
1328	 0.405345744621852 
1329	 0.403704904518808 
1330	 0.402050195759039 
1331	 0.400525055950082 
1332	 0.398916919475313 
1333	 0.397401941839147 
1334	 0.396051008061903 
1335	 0.394640964195655 
1336	 0.393247441564172 
1337	 0.391823972223712 
1338	 0.390369280910485 
1339	 0.388947189358841 
1340	 0.387487245793473 
1341	 0.386025655850115 
1342	 0.384530609066256 
1343	 0.383224159938977 
1344	 0.382083615129342 
1345	 0.38068041783651 
1346	 0.379473663998793 
1347	 0.378292515236909 
1348	 0.376846521530308 
1349	 0.375605033921855 
1350	 0.374351726936889 
1351	 0.372957096571895 
1352	 0.371487913393012 
1353	 0.369846366156142 
1354	 0.368307158575846 
1355	 0.36664445858292 
1356	 0.365297273166622 
1357	 0.364198969748338 
1358	 0.362871399303583 
1359	 0.361648325453968 
1360	 0.360232197050422 
1361	 0.358751196301533 
1362	 0.357183828117947 
1363	 0.355497455277868 
1364	 0.353830716903144 
1365	 0.352058712127761 
1366	 0.350171248417103 
1367	 0.348603767695444 
1368	 0.347059705523039 
1369	 0.345711055287341 
1370	 0.344371950465432 
1371	 0.342504761248474 
1372	 0.340461522319677 
1373	 0.338120010519808 
1374	 0.335333223506065 
1375	 0.332685668170282 
1376	 0.330108056795266 
1377	 0.32715283276372 
1378	 0.32412361805969 
1379	 0.320652220049464 
1380	 0.316668942718221 
1381	 0.312611247183776 
1382	 0.308335260254861 
1383	 0.30392265909088 
1384	 0.299194708761519 
1385	 0.294714255141066 
1386	 0.2902179663205 
1387	 0.284995935483081 
1388	 0.279951072872789 
1389	 0.274538849500079 
1390	 0.268987895287729 
1391	 0.263751456432049 
1392	 0.257919863357672 
1393	 0.25222866308946 
1394	 0.246659606981021 
1395	 0.240692895008732 
1396	 0.235193902747995 
1397	 0.230133684995166 
1398	 0.224862037592462 
1399	 0.219579951554433 
1400	 0.214424602714009 
1401	 0.209213585631137 
1402	 0.204383679031738 
1403	 0.199689639219608 
1404	 0.195210919898763 
1405	 0.191138891831651 
1406	 0.187022594107309 
1407	 0.18273294681852 
1408	 0.179237068774413 
1409	 0.175909064273848 
1410	 0.172398765971049 
1411	 0.169561882468324 
1412	 0.166644443204723 
1413	 0.163535526702235 
1414	 0.160738706469007 
1415	 0.15812916403417 
1416	 0.155796518365148 
1417	 0.153759338476554 
1418	 0.152053212256904 
1419	 0.1503001686645 
1420	 0.148574697461766 
1421	 0.146919218931247 
1422	 0.145282912886666 
1423	 0.143925931049401 
1424	 0.142655384939323 
1425	 0.141611601645908 
1426	 0.141047957408462 
1427	 0.140158816181893 
1428	 0.139220304841033 
1429	 0.138359109498431 
1430	 0.137420234234973 
1431	 0.136474988191204 
1432	 0.135627860600877 
1433	 0.134655741634617 
