Wavelength	TRI_ARB_099_264_210422_L00003.asd
1444	 0.122548838908342 
1445	 0.122746925337097 
1446	 0.122548770438814 
1447	 0.121990144538086 
1448	 0.121925715600831 
1449	 0.122011174162824 
1450	 0.122121950311483 
1451	 0.122655979987337 
1452	 0.122837913914927 
1453	 0.122736559121385 
1454	 0.122648503763944 
1455	 0.122420105553249 
1456	 0.12242728788546 
1457	 0.122396220903052 
1458	 0.122679581547688 
1459	 0.123119736931454 
1460	 0.123255060682811 
1461	 0.123301559509119 
1462	 0.12335689596485 
1463	 0.123357165079911 
1464	 0.123441510964647 
1465	 0.123618760203853 
1466	 0.123774774690684 
1467	 0.124093348329846 
1468	 0.124617672491862 
1469	 0.12516602640316 
1470	 0.125882988977815 
1471	 0.126577017308261 
1472	 0.127205632002686 
1473	 0.12802753657718 
1474	 0.129174786290347 
1475	 0.129939147639568 
1476	 0.130634676670823 
1477	 0.13120567506277 
1478	 0.131329052275042 
1479	 0.131807928598808 
1480	 0.132471590749291 
1481	 0.133275109292978 
1482	 0.134264257387423 
1483	 0.135205807721624 
1484	 0.136259364375003 
1485	 0.137070109922909 
1486	 0.137677116462318 
1487	 0.138593206176866 
1488	 0.139283904137946 
1489	 0.14019122986906 
1490	 0.141270270064537 
1491	 0.142209556568935 
1492	 0.143210798312626 
1493	 0.144361638147337 
1494	 0.145429857328632 
1495	 0.146397146514816 
1496	 0.147403288311803 
1497	 0.148262072837204 
1498	 0.14929586498049 
1499	 0.150663097255133 
1500	 0.151743008033791 
1501	 0.152570276184215 
1502	 0.15348678511821 
1503	 0.154134414447293 
1504	 0.155028976249245 
1505	 0.156063864256336 
1506	 0.157256340468173 
1507	 0.158558693892763 
1508	 0.159881183610751 
1509	 0.161517633585034 
1510	 0.162786934530765 
1511	 0.164079848756656 
1512	 0.164903034999092 
1513	 0.165071551839415 
1514	 0.16577680730581 
1515	 0.166320349305894 
1516	 0.167296527097281 
1517	 0.168911892952165 
1518	 0.170180635015889 
1519	 0.171481842141464 
1520	 0.172506495703101 
1521	 0.17395593302421 
1522	 0.175396665319279 
1523	 0.176649208571274 
1524	 0.177809217257197 
1525	 0.178419835256541 
1526	 0.178935468885752 
1527	 0.17984446249974 
1528	 0.1807729191958 
1529	 0.18153111193658 
1530	 0.182417115777709 
1531	 0.183445976483451 
1532	 0.184645463342279 
1533	 0.185937135849197 
1534	 0.187174176746741 
1535	 0.188246176722112 
1536	 0.188967557165577 
1537	 0.190005727066219 
1538	 0.191251530681321 
1539	 0.192236161298051 
1540	 0.193244986841691 
1541	 0.194114378193613 
1542	 0.194577280984606 
1543	 0.195307579588702 
1544	 0.196143071272388 
1545	 0.19711448753228 
1546	 0.198161835311135 
1547	 0.199429905893355 
1548	 0.201001600279892 
1549	 0.202208815246631 
1550	 0.20366835816428 
1551	 0.204645546157553 
1552	 0.205030791940765 
1553	 0.205734541185939 
1554	 0.206102198523473 
1555	 0.206781862299484 
1556	 0.207756795749148 
1557	 0.208814541407389 
1558	 0.209814231777437 
1559	 0.210893878248675 
1560	 0.211663282349391 
1561	 0.213030204707492 
1562	 0.214066603869192 
1563	 0.215034853485384 
1564	 0.216407279489001 
1565	 0.216950150833219 
1566	 0.21740752522375 
1567	 0.217841703971773 
1568	 0.21841381759633 
1569	 0.219029141346978 
1570	 0.219663375047645 
1571	 0.220487247293176 
1572	 0.220971860790618 
1573	 0.221513175630244 
1574	 0.222272804310894 
1575	 0.223087255881028 
1576	 0.223680347654898 
1577	 0.224139196716478 
1578	 0.224631822897169 
1579	 0.224799911098589 
1580	 0.225518746351944 
1581	 0.226557171959694 
1582	 0.227505955509478 
1583	 0.228840633348243 
1584	 0.229754645583502 
1585	 0.230386263249421 
1586	 0.231237392188904 
1587	 0.231952235349584 
1588	 0.232806019071371 
1589	 0.234025381746511 
1590	 0.234747336208433 
1591	 0.235208660830614 
1592	 0.235892100721149 
1593	 0.236440875478407 
1594	 0.236937216925869 
1595	 0.237525976662628 
1596	 0.238029003564077 
1597	 0.238209563741335 
1598	 0.238750276261027 
1599	 0.239552964638227 
1600	 0.240319957067164 
1601	 0.241359186063734 
1602	 0.242154214623902 
1603	 0.242768739591482 
1604	 0.243432989271192 
1605	 0.244067266161503 
1606	 0.244539208121206 
1607	 0.244892293836422 
1608	 0.245372841994705 
1609	 0.245698438748966 
1610	 0.246216074896766 
1611	 0.246951847482139 
1612	 0.247645715369043 
1613	 0.247892283928377 
1614	 0.248359359464308 
1615	 0.248952598835263 
1616	 0.249399722284375 
1617	 0.250398866714624 
1618	 0.250989378123134 
1619	 0.250973386773513 
1620	 0.251225565141692 
1621	 0.251115892319986 
1622	 0.251033806257645 
1623	 0.251238778201873 
1624	 0.251169988155144 
1625	 0.251869319631776 
1626	 0.25268432157222 
1627	 0.253397473437625 
1628	 0.254636598145274 
1629	 0.255223180055347 
1630	 0.255209039212322 
1631	 0.255724507309475 
1632	 0.256348340105164 
1633	 0.25678035863852 
1634	 0.25741239780987 
1635	 0.257655098763591 
1636	 0.257465128302169 
1637	 0.257603828361 
1638	 0.25774944031592 
1639	 0.257926639618324 
1640	 0.258232016573136 
1641	 0.258437501259775 
1642	 0.258426264710971 
1643	 0.258863028936209 
1644	 0.259695433029264 
1645	 0.26006186343706 
1646	 0.26059905563614 
1647	 0.260725676729248 
1648	 0.260201935967294 
1649	 0.260073962043293 
1650	 0.259881218647076 
1651	 0.259971202032353 
1652	 0.260297307916641 
1653	 0.260651472606239 
1654	 0.261389889393874 
1655	 0.261715330379008 
1656	 0.262074666194602 
1657	 0.261916395532951 
1658	 0.261246741317267 
1659	 0.260605358422804 
1660	 0.259225844157673 
1661	 0.258798163427223 
1662	 0.259133055159497 
1663	 0.258865618332365 
1664	 0.258893121824748 
1665	 0.258580201435146 
1666	 0.257296221642928 
1667	 0.256871338758743 
1668	 0.257012982450815 
1669	 0.256934366657391 
1670	 0.257151064723796 
1671	 0.257145842463204 
1672	 0.257064764444624 
1673	 0.2568074574436 
1674	 0.256299427079223 
1675	 0.256019905828055 
1676	 0.255863593122433 
1677	 0.255402081088538 
1678	 0.254697983401066 
1679	 0.254352203908363 
1680	 0.254075586880343 
1681	 0.253521184840509 
1682	 0.253386447664743 
1683	 0.252789040834318 
1684	 0.251218668215168 
1685	 0.250382164047464 
1686	 0.249955715369251 
1687	 0.249304930657673 
1688	 0.248957155851995 
1689	 0.248330886502864 
1690	 0.247078746527041 
1691	 0.246425077861939 
1692	 0.246295726952382 
1693	 0.245771698723286 
1694	 0.245650354248979 
1695	 0.244919295574769 
1696	 0.243196877675708 
1697	 0.242070630313126 
1698	 0.240828229252143 
1699	 0.239933219122303 
1700	 0.239517914376903 
1701	 0.239134358696559 
1702	 0.239204895110936 
1703	 0.238821529664812 
1704	 0.238290721956584 
1705	 0.237763098079471 
1706	 0.236761977067886 
1707	 0.236086752922493 
1708	 0.235562746367883 
1709	 0.235224362076755 
1710	 0.235115959350929 
1711	 0.235015305003331 
1712	 0.235373433707901 
1713	 0.235278522951863 
1714	 0.234834666863627 
1715	 0.234512806371367 
1716	 0.233645183358092 
1717	 0.233387902675792 
1718	 0.23389819619059 
1719	 0.233948206008477 
1720	 0.234418262076153 
1721	 0.234249572024048 
1722	 0.233335277999549 
1723	 0.232431123649082 
1724	 0.230414135756434 
1725	 0.229785823800655 
1726	 0.230134834193959 
1727	 0.230210827144106 
1728	 0.231468273902356 
1729	 0.2318602128267 
1730	 0.231641247903719 
1731	 0.231127084562953 
1732	 0.229968971796526 
1733	 0.229140328680329 
1734	 0.22820841683398 
1735	 0.227157624691646 
1736	 0.225864679579072 
1737	 0.22515632198155 
1738	 0.224495376933373 
1739	 0.224090162866619 
1740	 0.224756634400093 
1741	 0.224693540469057 
1742	 0.22428645212231 
1743	 0.223837767315934 
1744	 0.222867680043084 
1745	 0.222275078604888 
1746	 0.221870425579163 
1747	 0.221338690484193 
1748	 0.220987007481919 
1749	 0.220481292310883 
1750	 0.219786132461907 
1751	 0.219199183224347 
1752	 0.218796481583927 
1753	 0.218067675389902 
1754	 0.216813363075972 
1755	 0.216089984327068 
1756	 0.215344518818302 
1757	 0.214909865042758 
1758	 0.215469062588535 
1759	 0.215320576964574 
1760	 0.214612119480194 
1761	 0.214238431004682 
1762	 0.213495965762399 
1763	 0.21337007986879 
1764	 0.214191322881136 
1765	 0.214246633599446 
1766	 0.214448547352398 
1767	 0.214042894712507 
1768	 0.212367870134067 
1769	 0.211706364216145 
1770	 0.211243125456623 
1771	 0.210844046929205 
1772	 0.2111192416715 
1773	 0.21123893950071 
1774	 0.211228594627149 
1775	 0.211299546654434 
1776	 0.211570659128625 
1777	 0.211708102166674 
1778	 0.21199379359986 
1779	 0.211752192418447 
1780	 0.210997600197694 
1781	 0.21047022486555 
1782	 0.20967357659333 
1783	 0.209053611598941 
1784	 0.208636139200321 
1785	 0.20838796464347 
1786	 0.208166846603195 
1787	 0.207998247555405 
1788	 0.208096435543802 
1789	 0.208213223128003 
1790	 0.20782414003117 
1791	 0.208413381679691 
1792	 0.210048617146006 
1793	 0.210690315703253 
1794	 0.212038193633943 
1795	 0.211929651525944 
1796	 0.209734245226937 
1797	 0.209706189249994 
1798	 0.210233156749694 
1799	 0.210313189451269 
1800	 0.211344782261323 
1801	 0.224589640318442 
1802	 0.221141780600691 
1803	 0.219931056124589 
1804	 0.219440949650667 
1805	 0.219586926240609 
1806	 0.221512297614834 
1807	 0.221521969623044 
1808	 0.219803158848695 
1809	 0.221237260393003 
1810	 0.222754692299099 
1811	 0.222393892284973 
1812	 0.222733945416587 
1813	 0.222367962881666 
1814	 0.222482195752008 
1815	 0.221432490300702 
1816	 0.220930088446698 
1817	 0.221590797437935 
1818	 0.221871765447044 
1819	 0.221468800730188 
1820	 0.221023206929897 
1821	 0.221784685581752 
1822	 0.222630390355662 
1823	 0.221910923247755 
1824	 0.219325895429273 
1825	 0.219070641985973 
1826	 0.21840203998999 
1827	 0.218433886065774 
1828	 0.219989478841882 
1829	 0.222002944685461 
1830	 0.222001573895448 
1831	 0.223918734372662 
1832	 0.226543208897048 
1833	 0.227030826123169 
1834	 0.22661050774118 
1835	 0.225229060775223 
1836	 0.223547474278428 
1837	 0.219576308937594 
1838	 0.217756200086438 
1839	 0.218071996163083 
1840	 0.217656011019316 
1841	 0.218361254904863 
1842	 0.219456008514937 
1843	 0.217559156419627 
1844	 0.216785245553348 
1845	 0.215780027839779 
1846	 0.212927056790868 
1847	 0.211660316607044 
1848	 0.211537351031627 
1849	 0.211943321192729 
1850	 0.211387158125942 
1851	 0.210896500393249 
1852	 0.208448459295493 
1853	 0.204484014795209 
1854	 0.20115210960993 
1855	 0.199317557519033 
1856	 0.197756982025513 
1857	 0.197507681492952 
1858	 0.196718805704264 
1859	 0.194874647463846 
1860	 0.193778073957225 
1861	 0.192892919288544 
1862	 0.191419864204715 
1863	 0.189256869084157 
1864	 0.186518016269376 
1865	 0.183487776006273 
1866	 0.180776833140277 
1867	 0.178229199302453 
1868	 0.176762154815213 
1869	 0.174157858639298 
1870	 0.170180465326686 
1871	 0.165649101653601 
1872	 0.162106113619377 
1873	 0.159797782749627 
1874	 0.157533925176503 
1875	 0.156071218061692 
1876	 0.153516726700009 
1877	 0.149006839821624 
1878	 0.144638104556669 
1879	 0.139772075597039 
1880	 0.134893566564586 
1881	 0.130219650477668 
1882	 0.126433384631507 
1883	 0.122334766231775 
1884	 0.117263782033282 
1885	 0.113756687973316 
1886	 0.109419140653187 
1887	 0.104164292148272 
1888	 0.101932115146269 
1889	 9.91515225564088E-02 
1890	 9.57226933589004E-02 
1891	 9.23201077561355E-02 
1892	 9.20444924133491E-02 
1893	 9.00308756235309E-02 
1894	 8.75202563331263E-02 
1895	 8.72689438692793E-02 
1896	 8.58280895757284E-02 
1897	 8.27511212019783E-02 
1898	 7.95783598105661E-02 
1899	 7.76531938468936E-02 
1900	 7.51698504725012E-02 
1901	 7.33052764083909E-02 
1902	 7.24021769467928E-02 
1903	 7.36419728982277E-02 
1904	 7.27921364633106E-02 
1905	 7.24956634624055E-02 
1906	 7.32381391968985E-02 
1907	 7.25188820992147E-02 
1908	 7.13879148867692E-02 
1909	 6.99726013880294E-02 
1910	 6.82440851849978E-02 
1911	 0.064607380664665 
1912	 6.36255991467467E-02 
1913	 6.29922948187111E-02 
1914	 6.48033866708956E-02 
1915	 6.68106260957922E-02 
1916	 6.89639057001564E-02 
1917	 0.070371475821971 
1918	 0.069338778946515 
1919	 6.87690242943911E-02 
1920	 6.82679715314486E-02 
1921	 6.86010239569108E-02 
1922	 0.07017208878058 
1923	 7.04059490153136E-02 
1924	 7.04372905691371E-02 
1925	 0.07093269932479 
1926	 6.94835072506299E-02 
1927	 6.79017478178718E-02 
1928	 6.80815964005451E-02 
1929	 6.78675414450543E-02 
1930	 6.87174880119605E-02 
1931	 6.99928064025568E-02 
1932	 7.04909965017944E-02 
1933	 7.02668472119325E-02 
1934	 6.97153611340046E-02 
1935	 6.83224455503765E-02 
1936	 0.067421307962756 
1937	 6.58586544387407E-02 
1938	 6.53660201572228E-02 
1939	 6.55837162562204E-02 
1940	 6.52089776484507E-02 
1941	 6.51939527568532E-02 
1942	 6.61162072257261E-02 
1943	 6.72717876828941E-02 
1944	 6.81016884963069E-02 
1945	 6.84488406496606E-02 
1946	 6.88100276646228E-02 
1947	 6.85238275935425E-02 
1948	 6.72620888367226E-02 
1949	 6.63470377465834E-02 
1950	 6.58157155976181E-02 
1951	 6.44525319514452E-02 
1952	 6.36431903989843E-02 
1953	 6.36828120362589E-02 
1954	 6.42721500354005E-02 
1955	 6.61760434882716E-02 
1956	 6.76031613198929E-02 
1957	 7.03233504178598E-02 
1958	 7.06867032121338E-02 
1959	 0.069448039242353 
1960	 6.90505538301383E-02 
1961	 6.74646747998815E-02 
1962	 6.72490077125652E-02 
1963	 6.72823525291444E-02 
1964	 6.67093650397446E-02 
1965	 6.68501007881054E-02 
1966	 6.79801706041379E-02 
1967	 7.10287964066968E-02 
1968	 7.28691988388423E-02 
1969	 7.38021193669017E-02 
1970	 7.40971507400497E-02 
1971	 7.41536156920113E-02 
1972	 7.25512491930992E-02 
1973	 7.27111587872574E-02 
1974	 7.43525351783028E-02 
1975	 7.40159062903568E-02 
1976	 7.47632616535946E-02 
1977	 7.30920058560324E-02 
1978	 7.17223749124559E-02 
1979	 7.09766371518783E-02 
1980	 0.070865964618507 
1981	 7.20896598325662E-02 
1982	 7.27108394260994E-02 
1983	 7.27423110237524E-02 
1984	 7.42086884214678E-02 
1985	 0.077196744033991 
1986	 7.86134178758419E-02 
1987	 8.06636727824042E-02 
1988	 8.16215497278767E-02 
1989	 8.14675715227314E-02 
1990	 0.080217942239382 
1991	 7.97173058869164E-02 
1992	 7.90417964815641E-02 
1993	 7.82158958551466E-02 
1994	 7.63196057861827E-02 
1995	 0.07576475909953 
1996	 7.59387353075919E-02 
1997	 0.076473225035794 
1998	 7.80104217859548E-02 
1999	 7.90467476970545E-02 
2000	 8.04022860391211E-02 
2001	 8.05812516828651E-02 
2002	 8.17035696157383E-02 
2003	 8.41376294741606E-02 
2004	 8.61134833204576E-02 
2005	 8.88111113726476E-02 
2006	 8.92602871985772E-02 
2007	 8.77404032556397E-02 
2008	 8.73870833306819E-02 
2009	 8.51395357899123E-02 
2010	 8.48065295939345E-02 
2011	 0.087345588105883 
2012	 8.72832235604604E-02 
2013	 8.59741922632649E-02 
2014	 8.59768333081449E-02 
2015	 8.40860905252762E-02 
2016	 8.22323598873334E-02 
2017	 8.20198995975892E-02 
2018	 8.12448617496381E-02 
2019	 8.15935435821079E-02 
2020	 8.27884295657264E-02 
2021	 8.36178238773616E-02 
2022	 8.54126789636852E-02 
2023	 8.63845536698929E-02 
2024	 8.65352717582493E-02 
2025	 8.73410622161648E-02 
2026	 8.87340194355378E-02 
2027	 8.95369492889534E-02 
2028	 9.06335108581793E-02 
2029	 0.090524665552706 
2030	 0.090870998781114 
2031	 9.06731761681895E-02 
2032	 9.14977298055985E-02 
2033	 9.36885005602757E-02 
2034	 9.43548258133438E-02 
2035	 9.47363522694227E-02 
2036	 9.48784998317885E-02 
2037	 9.43689241484272E-02 
2038	 9.39539653048173E-02 
2039	 9.32769713181747E-02 
2040	 9.28960817864078E-02 
2041	 9.26290285601023E-02 
2042	 9.11135533124806E-02 
2043	 9.16466842971689E-02 
2044	 9.37594427971413E-02 
2045	 9.54475880470615E-02 
2046	 9.89941732535326E-02 
2047	 9.98429939420827E-02 
2048	 9.96805281929777E-02 
2049	 9.88735655382808E-02 
2050	 9.55155870052334E-02 
2051	 9.44340692318468E-02 
2052	 9.40338360974866E-02 
2053	 9.37739429724864E-02 
2054	 9.47033611215375E-02 
2055	 9.55757757852764E-02 
2056	 9.79377563057057E-02 
2057	 9.68341656988239E-02 
2058	 9.71411645410316E-02 
2059	 9.56430464000612E-02 
2060	 9.61892386222313E-02 
2061	 9.71382861977797E-02 
2062	 9.76357956609759E-02 
2063	 9.87264132179122E-02 
2064	 0.100486362654275 
2065	 0.100928708608689 
2066	 0.103348549224173 
2067	 0.110051877546047 
2068	 0.112800448269317 
2069	 0.114501507496082 
2070	 0.115304610533675 
2071	 0.11391650207785 
2072	 0.1122300502927 
2073	 0.108855525276209 
2074	 0.106603213637853 
2075	 0.106544117158435 
2076	 0.107017836885817 
2077	 0.108630520046038 
2078	 0.114944974106513 
2079	 0.115654766374374 
2080	 0.114437484589251 
2081	 0.113044981483873 
2082	 0.107478653698009 
2083	 0.105425176052694 
2084	 0.104364030613072 
2085	 0.103700748260904 
2086	 0.103736758397616 
2087	 0.105990898298543 
2088	 0.107571103783424 
2089	 0.109342613436872 
2090	 0.110214233602359 
2091	 0.11107458723786 
2092	 0.111180467968991 
2093	 0.109036345288055 
2094	 0.109965182885299 
2095	 0.112370893997225 
2096	 0.113859627749753 
2097	 0.116961350418525 
2098	 0.119019813084867 
2099	 0.120637207731721 
2100	 0.121104865191269 
2101	 0.121720017239259 
2102	 0.121107024531331 
2103	 0.119371136474626 
2104	 0.114770170905982 
2105	 0.112510155884574 
2106	 0.109232809326197 
2107	 0.109615134532853 
2108	 0.111812868422065 
2109	 0.115192059827416 
2110	 0.124347709365849 
2111	 0.126020014932296 
2112	 0.12463780072657 
2113	 0.124101924733873 
2114	 0.118580762367479 
2115	 0.116527590860237 
2116	 0.117910518932765 
2117	 0.117634288712978 
2118	 0.117509232530156 
2119	 0.115520673771508 
2120	 0.116205549431708 
2121	 0.117818243341803 
2122	 0.117902970347101 
2123	 0.118379566353383 
2124	 0.119227431916746 
2125	 0.11832745163186 
2126	 0.119520001576086 
2127	 0.123963668963543 
2128	 0.1257651424515 
2129	 0.127072071413449 
2130	 0.127186959449223 
2131	 0.124124904703449 
2132	 0.123600870774664 
2133	 0.125077753147312 
2134	 0.124720069484881 
2135	 0.124619403085976 
2136	 0.12475168170404 
2137	 0.122988119474271 
2138	 0.121080133565117 
2139	 0.121871506644382 
2140	 0.124837317859361 
2141	 0.126931960121747 
2142	 0.130914295881186 
2143	 0.132019249571371 
2144	 0.132054335955943 
2145	 0.131864942987973 
2146	 0.128722865795377 
2147	 0.12901702941933 
2148	 0.13219386694026 
2149	 0.132350084103147 
2150	 0.133494805498536 
2151	 0.132957203770448 
2152	 0.126595964719703 
2153	 0.12547846602429 
2154	 0.128909558555132 
2155	 0.129449833274783 
2156	 0.12981397856404 
2157	 0.128722596032921 
2158	 0.125489742032309 
2159	 0.116369953608752 
2160	 0.113831536262672 
2161	 0.113854306904757 
2162	 0.112922016944351 
2163	 0.112710388317593 
2164	 0.113881413679241 
2165	 0.114439028311286 
2166	 0.1168952975822 
2167	 0.123763695265078 
2168	 0.127247837946823 
2169	 0.129887651162953 
2170	 0.132229068724078 
2171	 0.133532754450911 
2172	 0.134191302523461 
2173	 0.13368383535438 
2174	 0.134673634803236 
2175	 0.131629035291458 
2176	 0.130834114272357 
2177	 0.131328282561391 
2178	 0.131663163400152 
2179	 0.133743032032316 
2180	 0.140010120046809 
2181	 0.141229228414993 
2182	 0.141700692617536 
2183	 0.140700301952787 
2184	 0.136619460032409 
2185	 0.133533038542549 
2186	 0.128296987391039 
2187	 0.126803676285521 
2188	 0.126236761443399 
2189	 0.126913723950265 
2190	 0.131327933395267 
2191	 0.133922777956487 
2192	 0.138066335808436 
2193	 0.138820781350207 
2194	 0.135729586646605 
2195	 0.135782537989937 
2196	 0.134232112834296 
2197	 0.131949859784309 
2198	 0.130349858839514 
2199	 0.129217751800272 
2200	 0.129594792819931 
2201	 0.130823072553232 
2202	 0.130920750632188 
2203	 0.133437295924251 
2204	 0.133152113194439 
2205	 0.128692618154279 
2206	 0.127477492764354 
2207	 0.127759493150253 
2208	 0.126935007239005 
2209	 0.126894705374384 
2210	 0.126492560341655 
2211	 0.124088627818093 
2212	 0.1238543416573 
2213	 0.124782003617651 
2214	 0.12588645604203 
2215	 0.129308214159652 
2216	 0.130719037518255 
2217	 0.131374364186942 
2218	 0.132240597681011 
2219	 0.12981825878193 
2220	 0.128665546092023 
2221	 0.127319950184962 
2222	 0.125350598953079 
2223	 0.124354405369965 
2224	 0.123379319614001 
2225	 0.124118486156643 
2226	 0.125968929286201 
2227	 0.127413250533527 
2228	 0.130893716311925 
2229	 0.132308440607166 
2230	 0.13293647819997 
2231	 0.132651733865332 
2232	 0.131446440855028 
2233	 0.12993453286914 
2234	 0.127460795351462 
2235	 0.124458210829278 
2236	 0.118187974195991 
2237	 0.116376588344691 
2238	 0.11651794491443 
2239	 0.117349062020276 
2240	 0.123204327036456 
2241	 0.12678949588657 
2242	 0.125896488639652 
2243	 0.122047405245799 
2244	 0.116462967950884 
2245	 0.112110625833926 
2246	 0.110985067638979 
2247	 0.111321167637204 
2248	 0.11164473685144 
2249	 0.113415523366736 
2250	 0.1150297605688 
2251	 0.116850991533551 
2252	 0.118668450928763 
2253	 0.122736833831936 
2254	 0.123052748740558 
2255	 0.121647665103616 
2256	 0.11981881974196 
2257	 0.113643043853173 
2258	 0.111725390791365 
2259	 0.111805170758383 
2260	 0.1113832311608 
2261	 0.113929028293321 
2262	 0.114271790951398 
2263	 0.111901221492655 
2264	 0.111187479859636 
2265	 0.111091861178984 
2266	 0.110357020773985 
2267	 0.109403992396561 
2268	 0.110156405305723 
2269	 0.110523837025512 
2270	 0.109678118414179 
2271	 0.105523691121482 
2272	 0.103303680606263 
2273	 9.92910006406711E-02 
2274	 9.55279722794347E-02 
2275	 9.59519871816182E-02 
2276	 9.76354111346652E-02 
2277	 9.86155666604006E-02 
2278	 0.100468892281259 
2279	 0.100324180105438 
2280	 9.87596017566864E-02 
2281	 9.95932862630577E-02 
2282	 0.10079262521712 
2283	 0.102724542601103 
2284	 0.107116204019932 
2285	 0.108755250913946 
2286	 0.109639397792177 
2287	 0.109270851001931 
2288	 0.107443999434661 
2289	 0.105060579382377 
2290	 0.101650003540689 
2291	 9.83584628786728E-02 
2292	 9.29009633577858E-02 
2293	 8.99623656044121E-02 
2294	 8.43598047955088E-02 
2295	 8.46744460153823E-02 
2296	 9.42820248783817E-02 
2297	 9.80300971298633E-02 
2298	 0.10316017746536 
2299	 0.10681860417596 
2300	 0.107322402983256 
2301	 0.103979819769169 
2302	 0.103538836074164 
2303	 0.104407386687984 
2304	 0.100239481652404 
2305	 9.57564346701773E-02 
2306	 9.62953255810097E-02 
2307	 9.81687480505978E-02 
2308	 9.98504563006136E-02 
2309	 9.47338864455538E-02 
2310	 9.05536788861384E-02 
2311	 8.61699793164556E-02 
2312	 7.92184291721232E-02 
2313	 8.48810171045266E-02 
2314	 8.95659473843708E-02 
2315	 9.17236710795751E-02 
2316	 9.57276175168304E-02 
2317	 0.103816454056004 
2318	 0.105362127648028 
2319	 0.102877726237144 
2320	 0.103743996100033 
2321	 0.104174709363206 
2322	 0.103537423988162 
2323	 0.105108604735324 
2324	 0.104083367058825 
2325	 9.64856692759382E-02 
2326	 9.72716719395589E-02 
2327	 0.105264220000978 
2328	 0.103506619397943 
2329	 0.101101140303613 
2330	 9.82767438178679E-02 
2331	 8.71836508396955E-02 
2332	 8.13234721940073E-02 
2333	 7.68813457142146E-02 
2334	 7.67485734683492E-02 
2335	 8.00806691440515E-02 
2336	 0.084263273211649 
2337	 9.94147844045136E-02 
2338	 0.103017349479392 
2339	 9.85719091645808E-02 
2340	 9.53727673547815E-02 
2341	 8.88056978088857E-02 
2342	 7.61210495388281E-02 
2343	 7.42005980221914E-02 
2344	 0.075499238885767 
2345	 6.81723705574025E-02 
2346	 7.03245301794808E-02 
2347	 8.01854678120282E-02 
2348	 7.70616239134508E-02 
2349	 8.06287817773576E-02 
2350	 9.03972366430101E-02 
2351	 0.078962751875247 
2352	 7.93963382370668E-02 
2353	 8.04291939494217E-02 
2354	 7.09586087560631E-02 
2355	 7.88736965947295E-02 
2356	 8.13612292983948E-02 
2357	 8.39434148929894E-02 
2358	 9.33919354458064E-02 
2359	 9.46911129194384E-02 
2360	 9.26807340894959E-02 
2361	 8.79259287124996E-02 
2362	 8.17758860362686E-02 
2363	 7.79188725028681E-02 
2364	 0.077582334373465 
2365	 7.59135369334351E-02 
2366	 8.08865616466137E-02 
2367	 8.52279244040976E-02 
2368	 7.70894966550881E-02 
2369	 8.12372333950879E-02 
2370	 8.10686138759711E-02 
2371	 8.01461080852289E-02 
2372	 9.26794387553765E-02 
2373	 8.97570518794044E-02 
2374	 9.36053259069599E-02 
2375	 0.101477346493919 
2376	 9.42671929534989E-02 
2377	 9.10649394684366E-02 
2378	 8.01521330105537E-02 
2379	 6.66017454392415E-02 
2380	 6.13365376886272E-02 
2381	 6.09820043616723E-02 
2382	 6.91009155782015E-02 
2383	 0.071868778371994 
2384	 7.16962701025664E-02 
2385	 7.26490479455987E-02 
2386	 6.74210764373484E-02 
2387	 6.82857821811781E-02 
2388	 7.81594611244506E-02 
2389	 8.26982745224841E-02 
2390	 8.65659540871036E-02 
2391	 8.87786273861132E-02 
2392	 0.082368131029906 
2393	 8.11603701989456E-02 
2394	 8.69595842864696E-02 
2395	 8.94625844583229E-02 
2396	 9.28605175741779E-02 
2397	 9.44325191443089E-02 
2398	 9.30188064486453E-02 
2399	 9.43380691653614E-02 
2400	 0.100574456097342 
2401	 9.96800490144476E-02 
2402	 8.95745169216146E-02 
2403	 8.41778487306294E-02 
2404	 7.35771290108299E-02 
2405	 7.19753169415895E-02 
2406	 8.67092316223617E-02 
2407	 9.11654984788877E-02 
2408	 8.92067158732239E-02 
2409	 9.31710152651999E-02 
2410	 9.83092563776127E-02 
2411	 9.63499999825091E-02 
2412	 0.089434843253822 
2413	 8.86930131841777E-02 
2414	 9.12239300102323E-02 
2415	 8.78560504260442E-02 
2416	 8.55538343913567E-02 
2417	 0.089589559891684 
2418	 8.69378696470049E-02 
2419	 9.07769046261322E-02 
2420	 0.115083109508862 
2421	 0.125356280852665 
2422	 0.126012697076492 
2423	 0.12127022856746 
2424	 0.101649880368705 
2425	 8.64688921223767E-02 
2426	 0.071393988930121 
2427	 0.070382946583068 
2428	 8.07892382196782E-02 
2429	 8.30107781717856E-02 
2430	 8.98225299976185E-02 
2431	 7.81623848782656E-02 
2432	 4.42478909459715E-02 
2433	 3.53985578472047E-02 
2434	 3.43892250894855E-02 
2435	 3.81287495934732E-02 
2436	 5.90628334896382E-02 
2437	 7.20589793844414E-02 
2438	 8.50179604183545E-02 
2439	 0.101288771541314 
2440	 0.1259729338869 
2441	 0.12176577583234 
2442	 0.10255470949284 
2443	 5.09841178771172E-02 
2444	 2.11772767664072E-02 
2445	 7.41172844678327E-03 
2446	-1.4196290182831E-04 
2447	 1.56720658161904E-02 
2448	 2.90683125101579E-02 
2449	 4.99867897046862E-02 
2450	 7.64074119779424E-02 
2451	 8.21253312208583E-02 
